number,address,percentage,functonName1,times1,functonName2,times2,functonName3,times3
804,0x7a08ed5862ba4c2887ef169a17637eadb27beecf,1.0,nan,9863,withdraw,136,withdrawToken,1
805,0x10a0847c2d170008ddca7c3a688124f493630032,1.0,execute,9996,nan,4,,
806,0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,0.7229,ethToTokenSwapInput,4701,tokenToEthSwapInput,1529,ethToTokenTransferInput,999
807,0xf3b450002c7bc300ea03c9463d8e8ba7f821b7c6,1.0,fulfillOracleRequest,9987,withdraw,13,,
808,0x1531b6e3d51bf80f634957df81a990b92da4b154,1.0,addHeaders,8277,markNewHeaviest,1719,addHeadersWithRetarget,4
809,0x79c6e11be1c1ed4d91fbe05d458195a2677f14a5,1.0,fulfillOracleRequest,9977,withdraw,23,,
810,0x64fe692be4b42f4ac9d4617ab824e088350c11c2,1.0,fulfillOracleRequest,9988,withdraw,12,,
811,0x435d4183ae0aeb1babc31bd25a815d6244fc3562,1.0,transfer,10000,,,,
812,0x1e41a55030e0d0794abfb6dced22e6c7d18d8247,1.0,transfer,9999,nan,1,,
813,0x4f878c0852722b0976a955d68b376e4cd4ae99e5,0.9998,transfer,9986,approve,9,transferFrom,3
814,0xc8db8d5869510bb1fcd3bd7c7624c1b49c652ef8,1.0,submit,9860,withdrawPayment,140,,
815,0x89f70fa9f439dbd0a1bc22a09befc56ada04d9b4,1.0,fulfillOracleRequest,10000,,,,
816,0xb92ec7d213a28e21b426d79ede3c9bbcf6917c09,1.0,fulfillOracleRequest,9998,withdraw,2,,
817,0xbff7021e82f14aa8156c7f90ec8c339e1e2be31b,1.0,transfer,10000,,,,
818,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,0.9992,transfer,5525,approve,4129,transferFrom,338
819,0xe4d2223a208b377e2c657e747ba6b5869a05fddf,1.0,addVowInfo,10000,,,,
820,0x33fbc07d9d9456d9e6d8316aa87792a20d3ad448,1.0,transfer,10000,,,,
821,0x2f141ce366a2462f02cea3d12cf93e4dca49e4fd,0.9997,transfer,8134,approve,1860,transferFrom,3
822,0x07bf5f95851ef2b2996f192569e406a6fea2a95a,1.0,transfer,9969,approve,31,,
823,0xa1faa113cbe53436df28ff0aee54275c13b40975,0.9999,transfer,8811,approve,877,transferFrom,311
824,0x85429f986a5cc38f90de7b4ffa44d570eef04066,1.0,createMicroWallet,10000,,,,
825,0x75231f58b43240c9718dd58b4967c5114342a86c,0.9992,transfer,8456,transferFrom,791,approve,745
826,0x4e0603e2a27a30480e5e3a4fe548e29ef12f64be,0.9999,transfer,9808,approve,189,transferFrom,2
827,0x829aa8e3455d0d6f18ed46121a64268ca0782465,1.0,transfer,9741,approve,259,,
828,0x05cde89ccfa0ada8c88d5a23caaa79ef129e7883,0.9475,ethToTokenTransferInput,6602,tokenToEthTransferInput,1732,ethToTokenTransferOutput,1141
829,0x624d520bab2e4ad83935fa503fb130614374e850,0.9997,transfer,9411,transferFrom,545,approve,41
830,0xce5702e94ad38c061e44a4a049cc29261f992846,1.0,nan,9996,withdraw,3,execute,1
831,0xb8105b0d4a9ae55658b418065fea4282a8d2e968,1.0,transfer,9996,batchFreeze,4,,
832,0xed494c9e2f8e34e53bdd0ea9b4d80305cb15c5c2,1.0,transfer,9993,approve,7,,
833,0xd061d61a4d941c39e5453435b6345dc261c2fce0,0.9992,mint,8743,mint_many,1233,toggle_approve_mint,16
834,0xbd13e53255ef917da7557db1b7d2d5c38a2efe24,0.9634,transfer,5665,transferAll,3289,setApprovalForAll,680
835,0xbbc2ae13b23d715c30720f079fcd9b4a74093505,1.0,transfer,7078,approve,2366,transferFrom,556
836,0x389999216860ab8e0175387a0c90e5c52522c945,0.9992,approve,5246,transfer,4736,transferFrom,10
837,0x355a458d555151d3b27f94227960ade1504e526a,1.0,transfer,9939,approve,35,nan,26
838,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,1.0,transfer,8908,approve,1033,transferFrom,59
839,0xc4ec4c9183bd585220f7495b54cfeb577f7e1efb,1.0,transfer,10000,,,,
840,0xde7d85157d9714eadf595045cc12ca4a5f3e2adb,0.9997,transfer,9878,approve,114,transferFrom,5
841,0x28472a58a490c5e09a238847f66a68a47cc76f0f,0.9993,setApprovalForAll,4429,redeemCardForOther,3074,safeTransferFrom,2490
842,0x5650ca3f0289c762f83dde1894faa9b6d0d89798,1.0,mint,8291,transfer,1709,,
843,0x3cc5eb07e0e1227613f1df58f38b549823d11cb9,0.9244,signfordailyreward,3900,getDailyReward,3791,transfer,1553
844,0xfb0f7189b354660e649ae14261a9fe0e8febf369,1.0,nan,9884,transfer,116,,
845,0x5c3a228510d246b78a3765c20221cbf3082b44a4,0.9999,transfer,8640,approve,1358,transferFrom,1
846,0x09678741bd50c3e74301f38fbd0136307099ae5d,0.9991,createEscrow,5441,batchRelay,4511,resolveDispute,39
847,0x33e7e9bac33ee273d7c81de3fc772fc65364810f,1.0,nan,9999,swapExactTokensForTokens,1,,
848,0x3e9bc21c9b189c09df3ef1b824798658d5011937,1.0,transfer,9063,approve,704,transferFrom,233
849,0x58c69aff4df980357034ea98aad35bbf78cbd849,1.0,fulfillOracleRequest,9989,withdraw,11,,
850,0x993e6d6c557ca24a00da507f56bda599a9886a44,0.9999,nan,8222,withDraw,1587,gameOver,190
851,0x08711d3b02c8758f2fb3ab4e80228418a7f8e39c,1.0,transfer,8805,approve,1191,nan,4
853,0x000000e1fddf4fe15db5f23ae3ee83c6a11e8dd1,1.0,nan,9996,withdrawToken,4,,
854,0x11016adcb85b65a0da8d8ddc3ade69dbad6bbca4,1.0,transfer,9996,approve,3,nan,1
855,0x6317c5e82a06e1d8bf200d21f4510ac2c038ac81,1.0,nan,9999,approve,1,,
856,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,0.8975,depositETH,4994,withdrawETH,2601,borrowETH,1380
857,0xe5dada80aa6477e85d09747f2842f7993d0df71c,0.9999,transfer,9712,approve,285,transferFrom,2
858,0x75ac71fe06b1ea8d403ccbc39e600c9acebc6cde,0.9993,bet,9877,withdrawUserIncomeAndBalance,108,nan,8
859,0xb17e7e102e219450c2413a668e8f7ccad52deb3a,1.0,transfer,10000,,,,
860,0x8c9b261faef3b3c2e64ab5e58e04615f8c788099,0.8209,initiateCreateSale,5462,giftAsset,1403,setApprovalForAll,1344
861,0x7b00ae36c7485b678fe945c2dd9349eb5baf7b6b,0.9929,withdraw,8303,safeTransferFrom,1577,transferFrom,49
862,0x923c90b98ee834d118c85ddf44906ee1769df648,0.9613,getAirdrop,7122,transfer,1455,tokenSale,1036
863,0xcdcfc0f66c522fd086a1b725ea3c0eeb9f9e8814,0.9982,approve,7860,transfer,2111,setOwner,11
864,0x75ed2f61837c3d9ef1bf0af4db84664dc6fe56bc,1.0,submit,9878,withdrawPayment,120,transferAdmin,2
865,0xd9dbe80995dbe64e371464b94d78baf10a694ed0,1.0,transfer,9994,nan,5,approve,1
866,0x6400b5522f8d448c0803e6245436dd1c81df09ce,0.9999,transfer,9965,approve,33,withdrawEther,1
867,0x3582f0e90a11d1e021b48e70421770a063cc9e57,0.997,commit,4933,reveal,4827,checkTickets,210
868,0x0fc809dd1475cd6056b6d36a832cb53bcb2e8786,0.9131,ethToTokenSwapInput,4069,tokenToEthSwapInput,3823,tokenToEthSwapOutput,1239
869,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,1.0,transfer,9482,approve,517,nan,1
870,0x23352036e911a22cfc692b5e2e196692658aded9,0.9993,transfer,9298,approve,690,burn,5
871,0xe36df5bb57e80629cfc28a31e5f794071c085eca,1.0,transfer,9988,nan,9,approve,3
872,0xb7bbf6d2f5372022cc07b6677a9eb49ce78da8c3,0.9999,transfer,9994,nan,4,approve,1
873,0x329319ebe02eac3de77a9aa379d620ba653b2136,1.0,transfer,9848,approve,152,,
874,0x85e076361cc813a908ff672f9bad1541474402b2,1.0,transfer,9903,approve,97,,
875,0x82d3a142ddd44d2bd29a683f0691fbead3bccc44,1.0,transfer,9971,approve,27,nan,2
876,0x4927643162fe6d18c7f046b3d155d8da0eee80e8,1.0,transfer,10000,,,,
877,0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,0.9999,transfer,9116,approve,486,transferFrom,397
878,0x70447f1579ec2d6007f99753427794a466c16f4d,1.0,transfer,10000,,,,
879,0x0651842ee1f973367138cd512709d81bf8a62217,1.0,transfer,8898,nan,1101,sweep,1
880,0x92f0fb6a6ebcd7c32123288144c7b8c7fbf86021,0.0003,nan,1,nan,1,nan,1
881,0xed6b0dc3aa8de5908ab857a70cb2ff657d9b6c5d,0.9997,transfer,7562,approve,2431,nan,4
882,0xa37adde3ba20a396338364e2ddb5e0897d11a91d,1.0,transfer,9990,approve,10,,
883,0x1bf68a9d1eaee7826b3593c20a0ca93293cb489a,0.9988,withdraw,7383,depositToken,1931,deposit,674
884,0x0affa06e7fbe5bc9a764c979aa66e8256a631f02,0.9996,transfer,9520,approve,473,nan,3
885,0x69af81e73a73b40adf4f3d4223cd9b1ece623074,0.9999,transfer,9573,approve,423,transferFrom,3
886,0xe4815ae53b124e7263f08dcdbbb757d41ed658c6,0.9999,transfer,8862,approve,1136,nan,1
887,0x352e504813b9e0b30f9ca70efc27a52d298f6697,1.0,redirect,10000,,,,
888,0x3839416bd0095d97be9b354cbfb0f6807d4d609e,0.9998,quickConvertPrioritized,7721,quickConvert,2274,acceptOwnership,3
889,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,0.9994,transfer,8077,approveAndCall,975,approve,942
890,0x2a46f2ffd99e19a89476e2f62270e0a35bbf0756,0.6692,oboCreateDigitalMediaAndReleases,2559,setApprovalForAll,2241,transferFrom,1892
891,0x4df9500a02d64dcff99562ad128432832bac29a4,0.9998,transfer,9414,approve,560,transferFrom,24
892,0xf2d87e37ea1e54c7aa913d2447a5f69f61c114cf,1.0,submit,9874,withdrawPayment,126,,
893,0x0bb217e40f8a5cb79adf04e1aab60e5abd0dfc1e,1.0,transfer,9457,approve,542,transferFrom,1
894,0xed04915c23f00a313a544955524eb7dbd823143d,1.0,transfer,9839,approve,160,transferFrom,1
895,0x006bea43baa3f7a6f765f14f10a1a1b08334ef45,0.9998,transfer,9269,approve,727,nan,2
896,0x00000000000c2e074ec69a0dfb2997ba6c7d2e1e,0.9499,setOwner,3736,setResolver,3196,setSubnodeRecord,2567
897,0x38bcaf0d4fb50e391fb9d8640612cdf90ba8c3eb,0.9587,miningToken,9058,swapToken,337,setMiningDiff,192
898,0x21bfbda47a0b4b5b1248c767ee49f7caa9b23697,0.9998,transfer,3605,approve,3427,transferFrom,2966
899,0xe658e6eb4b478da2cf36d9e3712ba0c1b33786a1,1.0,bid,7296,cancelAuction,2701,nan,3
900,0xb2f7eb1f2c37645be61d73953035360e768d81e6,1.0,transfer,9975,approve,23,nan,2
901,0x5e2effd98b24a7fd12156c6ecf2f77cf4588b572,1.0,transfer,10000,,,,
902,0xc770eefad204b5180df6a14ee197d99d808ee52d,1.0,transfer,6914,approve,3085,transferFrom,1
903,0x1b3006d57d5d9653a4ecaea6cfb0fd72a1537cc9,0.9981,nan,9404,getInitializationCodeFromContractRuntime_6CLUNS,295,matchTokenOrderByAdmin_MYmNxE,282
904,0xf849c59fb20aa98d8a93b16f77c4e39b0ac51d5a,1.0,approveAndCall,5203,transfer,4797,,
905,0x4501b184694b401b53b3a4f266f8ef24fec09df8,1.0,transfer,9999,nan,1,,
906,0x75e58a2e1391a22110d72ebd2b059a80126a6b92,1.0,nan,9997,setValidRateDurationInBlocks,2,setMaxGasPrice,1
907,0xf5c9f957705bea56a7e806943f98f7777b995826,0.9769,depositEth,9061,withdrawAndMint,449,nan,259
908,0xf55041e37e12cd407ad00ce2910b8269b01263b9,0.8407,allocateFrom,3564,closeAllocation,3088,delegate,1755
909,0x1e4ede388cbc9f4b5c79681b7f94d36a11abebc9,1.0,approve,6821,transfer,3173,transferFrom,6
910,0x4b9e0d224dabcc96191cace2d367a8d8b75c9c81,0.9999,nan,9994,remove,4,setAmbiAddress,1
911,0x45f24baeef268bb6d63aee5129015d69702bcdfa,0.9992,approve,5611,transfer,4372,tradeWithHintAndFee,9
912,0xd7bec4d6bf6fc371eb51611a50540f0b59b5f896,1.0,requestDailyActionReward,9990,nan,10,,
913,0x9a0242b7a33dacbe40edb927834f96eb39f8fbcb,0.9999,transfer,9307,approve,689,nan,3
914,0x9378368ba6b85c1fba5b131b530f5f5bedf21a18,0.9676,setApprovalForAll,5977,transferFrom,3079,safeTransferFrom,620
915,0xc191637e72c59c2060e73e89b6e26e64204d8105,1.0,nan,9951,withdrawEth,49,,
916,0x8bcb64bfda77905398b67af0af084c744e777a20,1.0,transfer,9303,approve,692,transferFrom,5
917,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,0.9999,transfer,9479,approve,514,transferFrom,6
918,0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c,1.0,transfer,7006,approve,1544,transferFrom,1450
919,0xb7fbe91752dd926a5ea103f1b2e8b6fd2cee4d91,1.0,transfer,10000,,,,
920,0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,1.0,transfer,8291,approve,1430,transferFrom,279
921,0x41ab1b6fcbb2fa9dced81acbdec13ea6315f2bf2,0.9992,transfer,9144,approve,835,nan,13
922,0x442bc47357919446eabc18c7211e57a13d983469,1.0,transfer,10000,,,,
923,0xe75ad3aab14e4b0df8c5da4286608dabb21bd864,1.0,transfer,9882,approve,116,nan,2
924,0x3685ee91777e3ed4ba4122c429c504df833c3b26,1.0,transfer,9994,approve,6,,
925,0x70508920986c120bc534f40450390bb1578b2637,1.0,transfer,10000,,,,
926,0x8c15ef5b4b21951d50e53e4fbda8298ffad25057,0.9999,transfer,9460,approve,538,transferFrom,1
927,0x410af23334e26aa13c1f3e630bae006bdd313264,1.0,transfer,9670,approve,327,nan,3
928,0x448a5065aebb8e423f0896e6c5d525c040f59af3,0.6575,bite,4763,give,1042,exit,770
929,0xf5839f46ed000d70cbab1fcd03e29e85f3aecd82,1.0,nan,9868,transfer,131,approve,1
930,0x83da1beeb89ffaf56d0b7c50afb0a66fb4df8cb1,1.0,fulfillOracleRequest,9981,withdraw,18,transferOwnership,1
931,0x0be3e6e3d9e99036ccce4fd0b692016de860aa62,0.9996,placeBet,5009,settleBet,4982,withdrawFunds,5
932,0x5e4e65926ba27467555eb562121fac00d24e9dd2,1.0,appendSequencerBatch,9994,enqueue,6,,
933,0x0bcc5683d7704b9c50aad6759c55f9aecbfe8878,1.0,transfer,9999,nan,1,,
934,0x51fe2e572e97bfeb1d719809d743ec2675924edc,0.9998,approve,5180,transfer,4811,transferFrom,7
935,0x7e94a8a23687d8c7058ba5625db2ce358bcbd244,1.0,fulfillOracleRequest,9982,withdraw,18,,
936,0x944644ea989ec64c2ab9ef341d383cef586a5777,0.8355,commitBlock,3477,verifyBlocks,3404,withdraw,1474
937,0xbc396689893d065f41bc2c6ecbee5e0085233447,1.0,transfer,8572,approve,816,transferFrom,612
938,0x194524355f26af663468d4996f207a918c73e013,1.0,transfer,9999,approve,1,,
939,0x221657776846890989a759ba2973e427dff5c9bb,0.9966,transfer,9318,migrateFromLegacyReputationToken,361,approve,287
940,0x57ab1ec28d129707052df4df418d58a2d46d5f51,0.9997,approve,6470,transfer,3472,transferAndSettle,55
941,0x4f391c202a906eed9e2b63fdd387f28e952782e2,0.9997,turnOut,5230,offer,4763,ethTran,4
942,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,1.0,transfer,9245,approve,683,transferFrom,72
943,0xc9bc998d1a9f121ef6695cef5807d1c0083a4f88,0.9999,nan,8776,take,1220,transferOwnership,3
944,0x5d65d971895edc438f465c17db6992698a52318d,0.9999,transfer,9896,approve,95,nan,8
945,0xe28b3b32b6c345a34ff64674606124dd5aceca30,1.0,transfer,8608,approve,1327,transferFrom,65
946,0x72f3dff4cd17816604dd2df6c2741e739484ca62,1.0,fulfillOracleRequest,9997,withdraw,2,approve,1
947,0xa6714a2e5f0b1bdb97b895b0913b4fcd3a775e4d,1.0,transfer,9995,approve,4,nan,1
948,0xb3203db25a01fa7950a860b42b899ad7da52ddd6,0.9995,transfer,9960,approve,30,nan,5
949,0xa356867fdcea8e71aeaf87805808803806231fdc,0.9146,externalSwap,8315,dodoSwapV2TokenToToken,461,addLiquidityToV1,370
950,0x0d438f3b5175bebc262bf23753c1e53d03432bde,0.9389,transfer,7440,approve,1073,unwrap,876
951,0xc6cc22f88edae6667763f7745d4ecd297d535540,1.0,transfer,9997,approve,3,,
952,0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429,1.0,transfer,9576,approve,401,transferFrom,23
953,0x1091c132630310aca62f62cb155f2506070c2ec5,1.0,deposit,9866,nan,134,,
954,0x7e3abde9d9e80fa2d1a02c89e0eae91b233cde35,0.9484,nan,6585,cancelSale,2004,purchase,895
955,0x2d874077a83618aab75624cc1a4974510a0eb1ae,1.0,transfer,10000,,,,
956,0xee6bd04c6164d7f0fa1cb03277c855639d99a7f6,1.0,requestDailyActionReward,9999,nan,1,,
957,0x64d14595152b430cf6940da15c6e39545c7c5b7e,0.9315,updateOrderCumulativeValueBatch,6706,cancelOrder,1338,updateReserveValues,1271
958,0x55d34b686aa8c04921397c5807db9ecedba00a4c,0.9985,nan,9974,transfer,7,transferFrom,4
959,0x0aad6509e9d09d2f0fdbbdb68dd9064f3f8c0417,1.0,transfer,10000,,,,
960,0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,0.9893,transfer,8317,approve,1528,transferFrom,48
961,0x4a75bfa5b740263e88655a3e1e78892bfc7b036a,0.9999,submit,9849,withdrawPayment,149,acceptAdmin,1
962,0x97dec872013f6b5fb443861090ad931542878126,0.5482,ethToTokenSwapInput,2225,tokenToEthSwapInput,1663,tokenToTokenTransferInput,1594
963,0x96a65609a7b84e8842732deb08f56c3e21ac6f8a,0.9999,transfer,9600,approve,398,nan,1
964,0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7,1.0,transfer,7479,approve,2518,nan,3
965,0x8eff575359d56005b816028384c2b386dcb20015,1.0,transfer,10000,,,,
966,0x1e797ce986c3cff4472f7d38d5c4aba55dfefe40,1.0,transfer,9996,approve,2,nan,2
967,0xf166c22b57f68348972eaf2dc75488fcb9e17428,0.9999,submit,9825,withdrawPayment,173,acceptAdmin,1
968,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,1.0,transfer,5770,approve,3678,transferFrom,552
969,0x61c86828fd30ca479c51413abc03f0f8dcec2120,0.9999,nan,9997,withdrawETH,1,withdrawWETH,1
970,0xc40af1e4fecfa05ce6bab79dcd8b373d2e436c4e,0.9997,transfer,8933,approve,964,nan,100
971,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,0.9983,transfer,8393,transferFrom,825,approve,765
972,0x446c9033e7516d820cc9a2ce2d0b7328b579406f,0.9997,transfer,9083,approve,619,transferFrom,295
973,0x7b596c8f1b4db131503eb4f4a06f81c99d47dae1,1.0,withdraw,5499,nan,4477,approve,24
974,0xb64ffdca47d6c3895608c4e05faba6e617b3a031,1.0,transfer,7451,nan,2547,approve,2
975,0xd152f549545093347a162dce210e7293f1452150,1.0,disperseEther,8802,disperseToken,1125,disperseTokenSimple,73
976,0xac9bb427953ac7fddc562adca86cf42d988047fd,0.9972,transfer,8950,getAirdrop,621,approve,401
977,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,1.0,nan,9998,transferOwnership,1,updateGuardian,1
978,0x007933790a4f00000099e9001629d9fe7775b800,0.9997,nan,9994,initialMigrateMasterBrewerCard,2,womenWallet,1
979,0x04046027549f739edfd5b2a78efdbaf0f0bf4514,0.9998,flushForwarderTokens,9854,sendMultiSigToken,142,sendMultiSig,2
980,0x992ef8145ab8b3dbfc75523281dad6a0981891bb,1.0,fulfillOracleRequest,9989,withdraw,11,,
981,0xd01c92937400dd1ece24992b1dc44aeaa47ae72a,0.9937,withdrawalVoucher,3629,depositEth,3583,auctionEndVoucher,2725
982,0x31ed1bc96fa75ee33d513a0cef4b65c2500b320b,0.9986,transfer,8929,transferFrom,831,approve,226
983,0xf4b00c937b4ec4bb5ac051c3c719036c668a31ec,1.0,confirmTransaction,6151,nan,3016,swap,833
984,0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,0.9998,transfer,4509,approve,3910,transferFrom,1579
985,0x96c520a79bf62c955eaa044f600f67e3ecfeff52,1.0,transfer,9929,approve,71,,
986,0xf650c3d88d12db855b8bf7d11be6c55a4e07dcc9,0.685,repayBorrow,2792,borrow,2393,mint,1665
987,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0.8184,stake,3907,claimRewards,2148,cooldown,2129
988,0x2796317b0ff8538f253012862c06787adfb8ceb6,0.9999,withdraw,5383,withdrawAndRemove,4306,mint,310
989,0xaad54c9f27b876d2538455dda69207279ff673a5,0.9993,transfer,9979,approve,8,deleteFromBlacklist,6
990,0xe8780b48bdb05f928697a5e8155f672ed91462f7,0.9998,transfer,9724,approve,213,transferFrom,61
991,0x05f02507c7134dbae420ab8c0ef56e999b59da03,0.9787,nan,9003,transferFrom,516,approve,268
992,0x010589b7c33034b802f7dba2c88cc9cec0f46673,0.9998,mint,9952,transfer,32,approve,14
993,0x1f3f677ecc58f6a1f9e2cf410df4776a8546b5de,0.9979,transfer,9887,approve,66,transferFrom,26
994,0x8b0ec3e41c7710765675963bd692cbbdc6de8670,0.0003,nan,1,nan,1,nan,1
995,0x8355dbe8b0e275abad27eb843f3eaf3fc855e525,1.0,transfer,9239,approve,760,transferFrom,1
996,0x507096e1c7f6b8632de56a12c74c343fca3651e4,1.0,transfer,9992,approve,6,nan,2
997,0x347ed75c305f4ab85757bfcc5600d9bfcb413898,0.0003,nan,1,nan,1,nan,1
998,0x13f6534d1847be181e6b530b307329d10467f68e,1.0,transfer,10000,,,,
999,0x00f2b67b5a5ec2ff88b2be7d5a8d1a39d5929237,0.0003,nan,1,nan,1,nan,1
1000,0x150631a2e822d3ed7d46df9a270ce7134a16de89,0.9999,submit,9861,withdrawPayment,137,acceptAdmin,1
